yearID,playerID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,ASG_Result,playerType
1986,reynoha01,126,445,46,99,19,4,1,24,30,12,29,42,0,3,9,0,6,YES,POS
1972,conceda01,119,378,40,79,13,2,2,29,13,6,32,65,8,2,5,4,11,YES,POS
1994,stanlmi02,82,290,54,87,20,0,17,57,0,0,39,56,2,2,0,2,10,YES,POS
1971,smithre06,159,618,85,175,33,2,30,96,11,3,63,82,4,5,1,5,15,YES,POS
2017,gomesya01,105,341,43,79,15,0,14,56,0,0,31,99,0,8,1,2,9,YES,POS
2012,perezsa02,76,289,38,87,16,0,11,39,0,0,12,27,3,1,0,3,14,YES,POS
1992,thomafr04,160,573,108,185,46,2,24,115,6,3,122,88,6,5,0,11,19,YES,POS
1982,mcgeewi01,123,422,43,125,12,8,4,56,24,12,12,58,2,2,2,1,9,YES,POS
1992,bellja01,159,632,87,167,36,6,9,55,7,5,55,103,0,4,19,2,12,YES,POS
2005,lopezjo01,54,190,18,47,19,0,2,25,4,2,6,25,0,4,1,2,5,YES,POS
2000,clarkto02,60,208,32,57,14,0,13,37,0,0,24,51,2,0,0,0,10,YES,POS
1971,rodriel01,115,319,28,67,10,1,1,30,1,1,41,51,5,8,7,5,12,YES,POS
2013,harrijo05,60,88,10,22,1,2,3,14,2,0,2,10,0,3,2,0,4,YES,POS
2012,gordoal01,161,642,93,189,51,5,14,72,10,5,73,140,3,3,0,3,14,YES,POS
2008,pencehu01,157,595,78,160,34,4,25,83,11,10,40,124,2,4,0,3,14,YES,POS
2015,bradlja02,74,221,43,55,17,4,10,43,3,0,27,69,0,3,1,3,5,YES,POS
2002,whitero02,126,455,59,109,21,0,14,62,1,2,25,86,1,8,1,5,11,YES,POS
1998,gonzalu01,154,547,84,146,35,5,23,71,12,7,57,62,7,8,0,8,9,YES,POS
1992,olerujo01,138,458,68,130,28,0,16,66,1,0,70,61,11,1,1,7,15,YES,POS
2007,credejo01,47,167,13,36,5,0,4,22,0,1,10,24,0,0,0,1,1,YES,POS
1970,duncada01,86,232,21,60,7,0,10,29,0,0,22,38,2,0,2,2,5,YES,POS
1976,valenel01,94,305,36,85,15,2,7,39,14,1,30,51,0,0,2,4,5,YES,POS
2000,berkmla01,114,353,76,105,28,1,21,67,6,2,56,73,1,1,0,7,6,YES,POS
2005,reyesjo01,161,696,99,190,24,17,7,58,60,15,27,78,0,2,4,4,7,YES,POS
1997,vinafe01,79,324,37,89,12,2,4,28,8,7,12,23,1,7,2,3,4,YES,POS
2009,wiggity01,122,410,44,112,19,0,11,41,1,2,23,57,1,2,0,1,16,YES,POS
2016,ramirjo01,152,565,84,176,46,3,11,76,22,7,44,62,1,4,1,4,10,YES,POS
2010,mccutan01,154,570,94,163,35,5,16,56,33,10,70,89,1,5,1,7,6,YES,POS
1980,raineti01,15,20,5,1,0,0,0,0,5,0,6,3,0,0,1,0,0,YES,POS
2008,uptonju01,108,356,52,89,19,6,15,42,1,4,54,121,6,4,0,3,3,YES,POS
2000,guzmacr01,156,631,89,156,25,20,8,54,28,10,46,101,1,2,7,4,5,YES,POS
1976,riceji01,153,581,75,164,25,8,25,85,8,5,28,123,2,4,2,9,18,YES,POS
1996,lopezja01,138,489,56,138,19,1,23,69,1,6,28,84,5,3,1,5,17,YES,POS
2015,ramoswi01,128,475,41,109,16,0,15,68,0,0,21,101,2,0,0,8,16,YES,POS
2008,figgich01,116,453,72,125,14,1,1,22,34,13,62,80,3,3,2,0,7,YES,POS
2001,milleda02,123,380,45,103,19,0,13,47,0,1,35,80,9,4,4,2,9,YES,POS
1990,butlebr01,160,622,108,192,20,9,3,44,51,19,90,62,1,6,7,7,3,YES,POS
2011,altuvjo01,57,221,26,61,10,1,2,12,7,3,5,29,0,2,5,1,5,YES,POS
1994,ramirma02,91,290,51,78,22,0,17,60,4,2,42,72,4,0,0,4,6,YES,POS
2015,bogaexa01,156,613,84,196,35,3,7,81,10,2,32,101,1,3,3,3,16,YES,POS
1977,puhlte01,60,229,40,69,13,5,0,10,10,1,30,31,0,1,5,0,3,YES,POS
1987,greenmi01,125,412,71,135,31,6,19,89,5,4,35,40,1,6,0,3,7,YES,POS
1998,gonzaal02,25,86,11,13,2,0,3,7,0,0,9,30,0,1,2,0,2,YES,POS
1986,daviser01,132,415,97,115,15,3,27,71,80,11,68,100,5,1,0,3,6,YES,POS
1999,hammoje01,123,262,43,73,13,0,17,41,3,6,27,64,0,1,2,1,4,YES,POS
1970,rojasco01,121,431,38,105,13,3,2,30,3,7,23,33,0,1,4,1,9,YES,POS
2002,booneaa01,162,606,83,146,38,2,26,87,32,8,56,111,4,10,9,4,9,YES,POS
1989,alomasa02,7,19,1,4,1,0,1,6,0,0,3,3,1,0,0,0,1,YES,POS
1995,rodrihe02,45,138,13,33,4,1,2,15,0,1,11,28,2,0,0,1,5,YES,POS
2015,russead02,142,475,60,115,29,1,13,54,4,3,42,149,2,3,1,2,8,YES,POS
1972,fairlro01,140,446,51,124,15,1,17,68,3,4,46,45,7,3,2,2,10,YES,POS
2006,martiru01,121,415,65,117,26,4,10,65,10,5,45,57,8,4,1,3,17,YES,POS
2015,herreod01,147,495,64,147,30,3,8,41,16,8,28,129,0,8,5,1,6,YES,POS
1985,preslji01,155,570,71,157,33,1,28,84,2,2,44,100,9,1,1,9,29,YES,POS
2004,teixema01,145,545,101,153,34,2,38,112,4,1,68,117,12,10,0,2,6,YES,POS
1973,ceyro01,152,507,60,124,18,4,15,80,1,1,74,77,7,2,4,8,19,YES,POS
1994,sandere02,107,400,66,105,20,8,17,62,21,9,41,114,1,2,1,3,2,YES,POS
1970,stargwi01,136,474,70,125,18,3,31,85,0,1,44,119,11,5,0,6,14,YES,POS
2013,seageky01,160,615,79,160,32,2,22,69,9,3,68,122,1,7,0,5,8,YES,POS
2016,inciaen01,131,522,85,152,24,7,3,29,16,7,45,68,5,4,5,2,8,YES,POS
1979,landrke01,151,564,81,172,27,5,15,83,10,3,37,57,4,4,10,8,13,YES,POS
1987,lawva01,133,436,52,119,27,1,12,56,8,5,51,62,5,0,2,3,8,YES,POS
2014,panikjo01,73,269,31,82,10,2,1,18,0,0,16,33,0,0,1,1,4,YES,POS
2010,peraljh01,148,551,60,137,30,2,15,81,1,0,53,103,2,1,0,10,11,YES,POS
2017,markani01,160,593,76,163,39,1,8,76,0,2,68,110,8,6,0,3,16,YES,POS
2013,cespeyo01,135,529,74,127,21,4,26,80,7,7,37,137,5,5,0,3,8,YES,POS
1977,howelro02,103,381,41,115,17,1,10,44,4,1,44,80,2,1,3,2,16,YES,POS
2007,ludwiry01,120,303,42,81,22,0,14,52,4,4,26,72,1,7,3,0,1,YES,POS
1987,steinte01,122,391,66,111,16,3,16,56,1,2,32,66,2,9,3,3,10,YES,POS
2013,lucrojo01,147,521,59,146,25,6,18,82,9,1,46,69,2,5,0,8,16,YES,POS
2009,vottojo01,131,469,82,151,38,1,25,84,4,1,70,106,10,4,0,1,8,YES,POS
1987,rayjo01,153,599,64,173,30,3,5,69,4,2,44,46,4,0,1,6,22,YES,POS
2008,zimmery01,106,428,51,121,24,1,14,51,1,1,31,71,1,3,0,4,12,YES,POS
2004,bayja01,120,411,61,116,24,4,26,82,4,6,41,129,2,10,5,5,9,YES,POS
1998,nilssda01,102,309,39,83,14,1,12,56,2,2,33,48,1,1,2,2,12,YES,POS
2013,mossbr01,145,446,73,114,23,3,30,87,4,2,50,140,3,6,0,3,4,YES,POS
2006,fieldpr01,157,569,82,154,35,1,28,81,7,2,59,125,5,12,0,8,17,YES,POS
1983,sandbry01,158,633,94,165,25,4,8,48,37,11,51,79,3,3,7,5,8,YES,POS
2003,beltrca01,141,521,102,160,14,10,26,100,41,4,72,81,4,2,0,7,8,YES,POS
2006,morneju01,157,592,97,190,37,1,34,130,3,3,53,93,9,5,0,11,10,YES,POS
1971,oliveal01,143,529,69,149,31,7,14,64,4,3,27,72,2,5,2,10,14,YES,POS
1993,loftoke01,148,569,116,185,28,8,1,42,70,14,81,83,6,1,2,4,8,YES,POS
1975,kingmda01,134,502,65,116,22,1,36,88,7,5,34,153,5,4,1,2,13,YES,POS
1972,kellypa01,119,402,57,105,14,7,5,24,32,9,55,69,1,4,2,1,5,YES,POS
1992,gonzaju03,155,584,77,152,24,2,43,109,0,1,35,143,1,5,0,8,16,YES,POS
2009,ethiean01,160,596,92,162,42,3,31,106,6,4,72,116,10,13,0,4,19,YES,POS
1986,leonaje01,89,341,48,95,11,3,6,42,16,3,20,62,1,3,1,3,4,YES,POS
1991,baergca01,158,593,80,171,28,2,11,69,3,2,48,74,5,6,4,3,12,YES,POS
1979,bumbral01,148,569,80,162,29,1,7,49,37,12,43,74,3,3,2,4,6,YES,POS
1976,winfida01,137,492,81,139,26,4,13,69,26,7,65,78,8,3,2,5,14,YES,POS
1989,dykstle01,146,511,66,121,32,4,7,32,30,12,60,53,1,3,5,5,7,YES,POS
2014,polloaj01,75,265,41,80,19,6,7,24,14,3,19,46,0,2,1,0,4,YES,POS
2014,doziebr01,156,598,112,145,33,1,23,71,21,7,89,129,1,9,3,8,8,YES,POS
2013,murphda08,161,658,92,188,38,4,13,78,23,3,32,95,2,2,0,5,13,YES,POS
2010,cuddymi01,157,609,93,165,37,5,14,81,7,3,58,93,7,4,0,4,26,YES,POS
2008,hawpebr01,138,488,69,138,24,3,25,85,2,2,76,134,6,3,0,2,7,YES,POS
1978,newmaje01,105,268,25,64,7,1,9,32,0,3,18,40,2,1,3,1,4,YES,POS
1983,mumphje01,127,410,58,118,21,6,8,53,7,3,50,56,5,1,2,6,12,YES,POS
1999,lawtoma02,118,406,58,105,18,0,7,54,26,4,57,42,7,6,0,7,11,YES,POS
1993,duncama01,124,496,68,140,26,4,11,73,6,5,12,88,0,4,4,2,13,YES,POS
2004,leede02,161,605,90,168,39,1,32,98,12,5,68,128,4,8,2,5,14,YES,POS
1998,kentje01,137,526,94,156,37,3,31,128,9,4,48,110,4,9,1,10,16,YES,POS
2003,cabremi01,87,314,39,84,21,3,12,62,0,2,25,84,3,2,4,1,12,YES,POS
1971,harrato01,127,383,45,88,11,3,2,22,10,9,40,48,3,0,2,3,8,YES,POS
2007,mclouna01,137,329,62,85,21,3,13,38,22,1,39,77,2,9,3,2,2,YES,POS
1998,jahajo01,73,216,29,45,6,1,7,38,1,3,49,66,3,6,0,2,5,YES,POS
1973,herrmed01,119,379,42,85,17,1,10,39,2,4,31,55,3,7,2,6,12,YES,POS
1992,jeffegr01,152,604,66,172,36,3,10,75,19,9,43,29,4,1,0,9,24,YES,POS
2005,mauerjo01,131,489,61,144,26,2,9,55,13,1,61,64,12,1,0,3,9,YES,POS
2002,loducpa01,149,580,74,163,38,1,10,64,3,1,34,31,2,10,4,4,20,YES,POS
2001,damonjo01,155,644,108,165,34,4,9,49,27,12,61,70,1,5,5,4,7,YES,POS
2011,napolmi01,113,369,72,118,25,0,30,75,4,2,58,85,2,3,0,2,10,YES,POS
2017,contrwi01,117,377,50,104,21,0,21,74,5,4,45,98,2,3,1,2,13,YES,POS
1990,caldeiv01,158,607,85,166,44,2,14,74,32,16,51,79,7,1,0,8,26,YES,POS
2004,eckstda01,142,566,92,156,24,1,2,35,16,5,42,49,1,13,14,2,11,YES,POS
2002,furcara01,154,636,95,175,31,8,8,47,27,15,43,114,0,3,9,2,8,YES,POS
2001,castilu01,134,537,76,141,16,10,2,45,33,16,67,90,0,1,4,3,6,YES,POS
1982,decindo01,153,575,94,173,42,5,30,97,7,5,66,80,7,1,4,9,18,YES,POS
1996,cirilje01,158,566,101,184,46,5,15,83,4,9,58,69,0,7,6,6,14,YES,POS
1984,bradlph01,124,322,49,97,12,4,0,24,21,8,34,61,2,3,11,0,6,YES,POS
1970,sanguma01,128,486,63,158,19,9,7,61,2,3,17,45,9,0,1,6,15,YES,POS
1983,brenlbo01,104,281,36,63,12,2,7,34,10,7,37,48,6,2,1,2,12,YES,POS
1983,mattido01,91,279,34,79,15,4,4,32,0,0,21,31,5,1,2,2,8,YES,POS
1974,cartega01,9,27,5,11,0,1,1,6,2,0,1,2,0,0,0,1,0,YES,POS
1978,parrila01,144,520,68,144,39,4,15,70,2,3,32,103,9,2,5,1,19,YES,POS
1992,hollida01,156,586,104,158,28,4,27,93,9,6,76,110,4,19,0,4,8,YES,POS
1977,lopesda01,134,502,85,142,19,5,11,53,47,12,73,69,3,2,6,6,3,YES,POS
1977,mondari01,118,392,47,90,13,1,15,48,1,4,60,109,6,0,2,2,4,YES,POS
2008,molinya01,124,444,37,135,18,0,7,56,0,2,32,29,4,1,3,5,21,YES,POS
2008,cruzne02,31,115,19,38,9,1,7,26,3,1,17,28,2,1,0,0,1,YES,POS
2015,fowlede01,156,596,102,149,29,8,17,46,20,7,84,154,1,5,2,3,4,YES,POS
2016,alonsyo01,156,482,52,122,34,0,7,56,3,1,45,74,1,1,0,4,15,YES,POS
1986,mcgwima01,18,53,10,10,1,0,3,9,0,1,4,18,0,1,0,0,0,YES,POS
2001,soriaal01,158,574,77,154,34,3,18,73,43,14,29,125,0,3,3,5,7,YES,POS
2014,crawfbr01,153,491,54,121,20,10,10,69,5,3,59,129,10,2,2,10,4,YES,POS
1982,whitalo01,152,560,76,160,22,8,15,65,11,3,48,58,4,1,6,4,8,YES,POS
2013,frazito01,150,531,63,124,29,3,19,73,6,5,50,125,1,14,2,3,14,YES,POS
2014,cainlo01,133,471,55,142,29,4,5,53,28,5,24,108,2,4,0,3,9,YES,POS
1994,sosasa01,105,426,59,128,17,6,25,70,22,13,25,92,1,2,1,4,7,YES,POS
2016,judgeaa01,27,84,10,15,2,0,4,10,0,1,9,42,0,1,0,1,2,YES,POS
2017,aguilje01,133,279,40,74,15,2,16,52,0,0,25,94,1,4,0,3,8,YES,POS
1997,brosisc01,129,479,59,97,20,1,11,41,9,4,34,102,1,4,5,4,9,YES,POS
2012,machama01,51,191,24,50,8,3,7,26,2,0,9,38,0,0,1,1,6,YES,POS
1992,blausje01,123,343,61,90,19,3,14,46,5,5,46,82,2,4,7,3,2,YES,POS
2017,yelicch01,156,602,100,170,36,2,18,81,16,2,80,137,4,6,0,6,13,YES,POS
2007,hartco01,140,505,86,149,33,9,24,81,23,7,36,99,3,13,5,7,6,YES,POS
2007,pedrodu01,139,520,86,165,39,1,8,50,7,1,47,42,1,7,5,2,8,YES,POS
1991,sharpmi01,105,216,24,60,11,2,2,20,1,3,25,24,0,1,10,0,2,YES,POS
2002,wellsve01,159,608,87,167,34,4,23,100,9,4,27,85,0,3,2,8,15,YES,POS
2009,tulowtr01,151,543,101,161,25,9,32,92,20,11,73,112,4,3,0,9,20,YES,POS
1997,erstada01,139,539,99,161,34,4,16,77,23,8,51,86,4,4,5,6,5,YES,POS
1998,ausmubr01,128,412,62,111,10,4,6,45,10,3,53,60,11,3,3,1,18,YES,POS
1973,schmimi01,132,367,43,72,11,0,18,52,8,2,62,136,3,9,1,4,8,YES,POS
1987,laudnti01,113,288,30,55,7,1,16,43,1,0,23,80,0,1,3,2,4,YES,POS
2013,ramiral03,158,637,68,181,39,2,6,48,30,9,26,68,2,3,4,4,17,YES,POS
2014,arenano01,111,432,58,124,34,2,18,61,2,1,25,58,1,4,1,5,13,YES,POS
1974,lynnfr01,15,43,5,18,2,2,2,10,0,0,6,6,2,1,0,1,0,YES,POS
1970,cashno01,130,370,58,96,18,2,15,53,0,1,72,58,6,5,0,5,16,YES,POS
1983,davisjo02,151,510,56,138,31,2,24,84,0,2,33,93,5,2,0,5,16,YES,POS
1982,hubbagl01,145,532,75,132,25,1,9,59,4,3,59,62,5,3,20,4,5,YES,POS
1987,palmera01,84,221,32,61,15,1,14,30,2,2,20,26,1,1,0,2,4,YES,POS
2009,andruel01,145,480,72,128,17,8,6,40,33,6,40,77,0,6,12,3,4,YES,POS
1996,womacto01,17,30,11,10,3,1,0,7,2,0,6,1,0,1,3,0,0,YES,POS
1977,whitefr01,152,474,59,116,21,5,5,50,23,5,25,67,0,2,11,2,4,YES,POS
1996,thomeji01,151,505,122,157,28,5,38,116,2,2,123,141,8,6,0,2,13,YES,POS
1982,ripkeca01,160,598,90,158,32,5,28,93,3,3,46,95,3,3,2,6,16,YES,POS
1977,clarkja01,136,413,64,104,17,4,13,51,12,4,49,73,2,2,1,3,7,YES,POS
1995,johnsla03,142,607,98,186,18,12,10,57,40,6,32,31,2,1,2,3,7,YES,POS
2005,sizemgr01,158,640,111,185,37,11,22,81,22,10,52,132,1,7,5,2,17,YES,POS
2009,youngch04,134,433,54,92,28,4,15,42,11,4,59,133,2,4,3,2,3,YES,POS
1978,hernake01,159,542,90,138,32,4,11,64,13,5,82,68,11,2,1,6,12,YES,POS
2012,segurje01,45,151,19,39,4,3,0,14,7,1,13,23,3,0,1,1,1,YES,POS
2012,castrja01,87,257,29,66,15,2,6,29,0,0,31,61,2,1,2,4,8,YES,POS
1979,molitpa01,140,584,88,188,27,16,9,62,33,13,48,48,5,2,6,5,9,YES,POS
1984,virgioz02,141,456,61,119,21,2,18,68,1,1,45,91,5,5,1,5,19,YES,POS
2017,suareeu01,156,534,87,139,25,2,26,82,4,5,84,147,1,9,0,5,16,YES,POS
2007,bradlmi01,61,209,37,64,9,1,13,37,5,2,31,41,3,3,0,1,5,YES,POS
1996,lankfra01,149,545,100,150,36,8,21,86,35,7,79,133,10,3,1,7,12,YES,POS
2010,montemi01,85,297,36,79,20,2,9,43,0,1,29,71,3,2,0,3,10,YES,POS
1970,bufordo01,144,504,99,137,15,2,17,66,16,8,109,55,8,8,3,5,1,YES,POS
1997,weisswa01,121,393,52,106,23,5,4,38,5,2,66,56,3,2,7,1,7,YES,POS
2015,saundmi01,9,31,2,6,0,0,0,3,0,0,5,10,0,0,0,0,1,YES,POS
1999,glaustr01,154,551,85,132,29,0,29,79,5,1,71,143,1,6,0,3,9,YES,POS
2004,ramirar01,145,547,99,174,32,1,36,103,0,2,49,62,6,3,0,7,25,YES,POS
2016,sanomi01,116,437,57,103,22,1,25,66,1,0,54,178,1,1,0,3,8,YES,POS
2009,beltrad01,111,449,54,119,27,0,8,44,13,2,19,74,1,7,0,2,19,YES,POS
1979,knighra01,150,551,64,175,37,4,10,79,4,4,38,57,4,3,4,8,20,YES,POS
1996,claytro01,129,491,64,136,20,4,6,35,33,15,33,89,4,1,2,4,13,YES,POS
2015,seageco01,27,98,17,33,8,1,4,17,2,0,14,19,1,1,0,0,2,YES,POS
1997,jeterde01,159,654,116,190,31,7,10,70,23,12,74,125,0,10,8,2,14,YES,POS
2013,rizzoan01,160,606,71,141,40,2,23,80,6,5,76,127,7,6,0,2,12,YES,POS
1971,willibi01,157,594,86,179,27,5,28,93,7,5,77,44,18,3,0,3,17,YES,POS
1993,fletcda01,133,396,33,101,20,1,9,60,0,0,34,40,2,6,5,4,7,YES,POS
1999,dyeje01,158,608,96,179,44,8,27,119,2,3,58,119,4,1,0,6,17,YES,POS
1991,pendlte01,153,586,94,187,34,8,22,86,10,2,43,70,8,1,7,7,16,YES,POS
1998,jordabr01,150,564,100,178,34,7,25,91,17,5,40,66,1,9,0,4,18,YES,POS
2015,hosmeer01,158,599,98,178,33,5,18,93,7,3,61,108,6,3,1,3,16,YES,POS
1978,mazzile01,148,542,78,148,28,5,16,61,20,13,69,82,6,1,2,5,7,YES,POS
1991,anderbr01,113,256,40,59,12,3,2,27,12,5,38,44,0,5,11,3,1,YES,POS
2016,sanchga02,53,201,34,60,12,0,20,42,1,0,24,57,2,2,0,2,5,YES,POS
2013,norride01,98,264,41,65,16,0,9,30,5,0,37,71,1,4,1,2,5,YES,POS
1970,munsoth01,132,453,59,137,25,4,6,53,5,7,57,56,6,7,5,4,13,YES,POS
1995,buhneja01,126,470,86,123,23,0,40,121,0,1,60,120,7,1,2,6,15,YES,POS
1984,brunato01,155,567,75,144,21,0,32,85,4,5,57,94,2,0,0,4,15,YES,POS
1995,wilsoda01,119,399,40,111,22,3,9,51,2,1,33,63,1,2,5,1,12,YES,POS
2015,myerswi01,60,225,40,57,13,1,8,29,5,2,27,55,0,1,0,0,2,YES,POS
2012,gomezca01,137,415,72,108,19,4,19,51,37,6,20,98,1,8,6,3,6,YES,POS
1980,bucknbi01,145,578,69,187,41,3,10,68,1,2,30,18,11,0,0,6,13,YES,POS
1985,cansejo01,29,96,16,29,3,0,5,13,1,1,4,31,0,0,0,0,1,YES,POS
1997,easleda01,151,527,97,139,37,3,22,72,28,13,68,102,3,16,4,5,18,YES,POS
2013,brantmi02,151,556,66,158,26,3,10,73,17,4,40,67,1,4,3,8,11,YES,POS
1987,bonilbo01,141,466,58,140,33,3,15,77,3,5,39,64,4,2,0,8,8,YES,POS
1987,guilloz01,149,560,64,156,22,7,2,51,25,8,22,52,2,1,13,8,10,YES,POS
1974,hargrmi01,131,415,57,134,18,6,4,66,0,0,49,42,4,4,4,5,11,YES,POS
2005,howarry01,88,312,52,90,17,2,22,63,0,1,33,100,8,1,0,2,6,YES,POS
2000,camermi01,155,543,96,145,28,4,19,78,24,7,78,133,0,9,7,6,10,YES,POS
1979,murphda05,104,384,53,106,7,2,21,57,6,1,38,67,5,2,0,5,12,YES,POS
2017,morelmi01,149,508,73,125,34,0,22,79,0,1,57,120,6,6,0,5,14,YES,POS
1991,walkela01,137,487,59,141,30,2,16,64,14,9,42,102,2,5,1,4,7,YES,POS
1976,moralje01,140,537,66,147,17,0,16,67,3,8,41,49,7,0,1,4,20,YES,POS
2001,fickro01,124,401,62,109,21,2,19,61,0,3,39,62,3,4,0,4,10,YES,POS
2001,pierzaj01,114,381,51,110,33,2,7,55,1,7,16,57,4,4,1,3,7,YES,POS
1990,biggicr01,150,555,53,153,24,2,4,42,25,11,53,79,1,3,9,1,11,YES,POS
1976,stearjo01,32,103,13,27,6,0,2,10,1,2,16,11,0,1,0,1,4,YES,POS
1975,mcbriba01,116,413,70,124,10,9,5,36,26,8,34,52,1,1,6,1,6,YES,POS
1988,hayesvo01,104,367,43,100,28,2,6,45,20,9,49,59,5,1,1,5,3,YES,POS
2012,davisch02,139,515,75,139,20,0,33,85,2,3,37,169,6,7,0,3,8,YES,POS
1990,cartejo01,162,634,79,147,27,1,24,115,22,6,48,93,18,7,0,8,12,YES,POS
2007,youklke01,145,528,85,152,35,2,16,83,4,2,77,105,0,15,0,5,9,YES,POS
1971,cedence01,161,611,85,161,40,6,10,81,20,9,25,102,5,3,3,7,9,YES,POS
2009,pradoma01,128,450,64,138,38,0,11,49,1,3,36,59,1,2,11,4,17,YES,POS
1999,giambja01,158,575,115,181,36,1,33,123,1,1,105,106,6,7,0,8,11,YES,POS
1991,sheffga01,50,175,25,34,12,2,2,22,5,5,19,15,1,3,1,5,3,YES,POS
1987,stillku01,131,395,54,102,20,7,4,33,4,6,32,50,2,2,2,2,5,YES,POS
1970,santoro01,154,555,83,148,30,4,26,114,2,0,92,108,6,1,1,6,17,YES,POS
2001,hunteto01,148,564,82,147,32,5,27,92,9,6,29,125,0,8,1,1,12,YES,POS
1985,basske01,150,539,72,145,27,5,16,68,19,8,31,63,1,6,4,2,10,YES,POS
1977,evansdw01,73,230,39,66,9,2,14,36,4,2,28,58,0,0,6,1,3,YES,POS
1991,pagnoto01,140,459,38,121,24,5,2,57,9,13,36,63,6,4,6,5,10,YES,POS
1972,nelsoda01,145,499,68,113,16,3,2,28,51,17,67,81,3,5,9,0,4,YES,POS
1975,belanma01,152,442,44,100,11,1,3,27,16,4,36,53,0,1,23,0,2,YES,POS
1988,santibe01,139,492,49,122,22,2,10,46,15,7,24,82,2,1,5,5,18,YES,POS
1982,thondi01,136,496,73,137,31,10,3,36,37,8,37,48,2,1,5,1,4,YES,POS
1992,vaughgr01,141,501,77,114,18,2,23,78,15,15,60,123,1,5,2,5,8,YES,POS
1974,tenacge01,158,484,71,102,17,1,26,73,2,9,110,105,6,12,2,4,10,YES,POS
1991,knoblch01,151,565,78,159,24,6,1,50,25,5,59,40,0,4,1,5,8,YES,POS
1988,jacksbo01,124,439,63,108,16,4,25,68,27,6,25,146,6,1,1,2,6,YES,POS
2008,zobribe01,62,198,32,50,10,2,12,30,3,0,25,37,1,2,0,2,4,YES,POS
1977,remyje01,154,575,74,145,19,10,4,44,41,17,59,59,2,2,19,4,9,YES,POS
1985,puckeki01,161,691,80,199,29,13,4,74,21,12,41,87,0,4,5,3,9,YES,POS
1976,grosswa01,10,18,0,4,0,0,0,1,0,0,2,1,0,0,0,0,0,YES,POS
1996,finlest01,161,655,126,195,45,9,30,95,22,8,56,87,5,4,1,5,20,YES,POS
1985,brookhu01,156,605,67,163,34,7,13,100,6,9,34,79,6,5,0,8,20,YES,POS
2011,stantmi03,150,516,79,135,30,5,34,87,5,5,70,166,6,9,0,6,11,YES,POS
1995,jonesch06,140,524,87,139,22,3,23,86,8,4,73,99,1,0,1,4,10,YES,POS
1983,wallati01,156,581,54,156,33,3,19,70,0,3,55,97,8,6,0,5,9,YES,POS
1985,mosebll01,152,584,92,151,30,7,18,70,37,15,76,91,4,4,1,5,12,YES,POS
1977,reynocr01,135,420,41,104,12,3,4,28,6,6,15,23,1,3,15,2,8,YES,POS
2016,springe01,162,644,116,168,29,5,29,82,9,10,88,178,2,11,0,1,12,YES,POS
1974,nettlgr01,155,566,74,139,21,1,22,75,1,0,59,75,8,3,1,9,9,YES,POS
2001,konerpa01,156,582,92,164,35,0,32,99,1,0,54,89,6,9,0,5,17,YES,POS
2009,swishni01,150,498,84,124,35,1,29,82,0,0,97,126,2,3,3,6,13,YES,POS
1998,guerrvl01,159,623,108,202,37,7,38,109,11,9,42,95,13,7,0,5,15,YES,POS
2002,blaloha01,49,147,16,31,8,0,3,17,0,0,20,43,1,1,2,2,2,YES,POS
1972,watsobo01,147,548,74,171,27,4,16,86,1,1,53,83,5,8,2,5,6,YES,POS
2015,bettsmo01,145,597,92,174,42,8,18,77,21,6,46,82,1,2,3,6,2,YES,POS
2001,sexsori01,158,598,94,162,24,3,45,125,2,4,60,178,5,6,0,3,20,YES,POS
1976,thompja01,123,412,45,90,12,1,17,54,2,4,68,72,6,1,1,4,8,YES,POS
1996,johnsch04,120,386,34,84,13,1,13,37,1,0,40,91,6,2,2,4,20,YES,POS
1995,grudzma01,78,269,27,66,12,2,1,20,8,3,14,47,4,7,3,0,7,YES,POS
1973,bowala01,122,446,42,94,11,3,0,23,10,6,24,31,8,1,4,1,5,YES,POS
1980,diazbo01,76,207,15,47,11,2,3,32,1,0,7,27,3,0,5,2,12,YES,POS
1973,chalkda01,24,69,14,16,2,0,0,6,0,0,9,13,0,1,0,0,2,YES,POS
2010,cabreas01,97,381,39,105,16,1,3,29,6,4,25,60,0,5,11,3,10,YES,POS
1997,renteed01,154,617,90,171,21,3,4,52,32,15,45,108,1,4,19,6,17,YES,POS
1998,liebemi01,86,313,39,80,15,3,8,45,2,1,17,44,1,7,0,5,4,YES,POS
2005,mccanbr01,59,180,20,50,7,0,5,23,1,1,18,26,5,1,4,1,5,YES,POS
1980,thomago01,162,628,78,150,26,3,38,105,8,5,58,170,4,2,3,6,7,YES,POS
1984,gedmari01,133,449,54,121,26,4,24,72,0,0,29,72,8,1,2,5,5,YES,POS
2008,hillaa01,55,205,19,54,14,0,2,20,4,2,16,31,0,3,4,1,4,YES,POS
2003,crawfca02,151,630,80,177,18,9,5,54,55,10,26,102,4,1,1,3,5,YES,POS
2012,kipnija01,152,591,86,152,22,4,14,76,31,7,67,109,2,5,3,6,12,YES,POS
1990,hendeda01,127,450,65,122,28,0,20,63,3,1,40,105,1,1,1,2,5,YES,POS
2014,grandya01,128,377,47,85,19,1,15,49,3,0,58,115,1,2,0,6,7,YES,POS
1980,armasto01,158,628,87,175,18,8,35,109,5,3,29,128,4,2,2,5,22,YES,POS
